"county","proficiency_lp_center","proficiency_mt_center","classroom_center","classroom_used_center","computers_center","employees_center","proficiency_lp_radius","proficiency_mt_radius","classroom_radius","classroom_used_radius","computers_radius","employees_radius"
4126603,271.621909808824,269.595932931373,9.52173913043478,7.78260869565217,10.9565217391304,35,92.2685557235526,94.7686409718137,11.5501997655671,8.13424906829993,32.7496190727024,43.9421106788134
4127007,271.77264165625,268.676430239583,7.42857142857143,5.57142857142857,8.64285714285714,24.2857142857143,76.1645994603933,79.076522152204,7.63450812336422,6.68933873766703,23.1464520339131,32.148009355083
4127106,260.727113965714,256.831635067143,10.3676470588235,8.98529411764706,22.7941176470588,31.9411764705882,84.230673685602,87.7023502656846,13.2615679123659,10.5632008212053,83.0943063038793,45.7910665248748
4127304,261.996142496644,263.759200966443,11.125,7.4375,12,29.75,79.8508266219766,75.2083004126857,16.295193565384,7.41057802513857,26.0870338163106,37.2701846878529
4127403,266.328667316901,273.883722732394,9.27777777777778,7.27777777777778,15.3888888888889,32.0555555555556,94.3602585731211,88.8476757259013,11.7183728152806,8.59016004933567,22.8770513205741,42.8099615797248
4127502,244.562310890688,240.704428619433,9.9375,8.75,18.1875,34.375,80.4046174392869,79.0266862240775,8.56251520679915,6,28.1350907823901,26.1164060825119
4127601,257.753517993631,264.443518178344,6.11764705882353,6.52941176470588,9.70588235294118,23.7647058823529,91.8417518937812,79.5706253723317,8.56978275515711,8.39992997169689,19.3489625804893,41.8839432943264
4127700,275.363015165979,281.085021206441,10.4090909090909,9.08181818181818,20.7363636363636,39.6545454545455,84.2787290880091,85.4048773157498,14.7425501747395,14.2433163290731,45.0302057830154,76.4498690999828
4127809,257.456187872727,259.549474163636,6.625,5.875,13.0625,24.4375,89.2892869167071,82.8330032445951,6.36134157758147,6.06080302710238,25.0383039894212,24.2868277055691
4127882,225.197702525253,219.407509585859,8.42857142857143,7.57142857142857,5.85714285714286,24.8571428571429,74.2664576541064,86.0481988459366,7.64697263472222,5.63999324552112,15.4673234671709,32.0297480774477
4127908,255.863840047619,245.053022761905,6.66666666666667,5.91666666666667,12.1666666666667,26.3333333333333,85.3644577343703,90.1204917900674,6.78679645050638,7.60183390951675,19.6484250274826,36.335140349838
4127957,272.498334493976,276.382198855422,6.41666666666667,5.33333333333333,15.25,22.8333333333333,78.2599929543906,88.3458590681687,6.4643544757291,6.84016657603298,28.234408408568,28.5381191115365
4127965,252.212603932642,258.078973398964,10.1176470588235,8.64705882352941,8.82352941176471,23.5294117647059,83.5902354094266,87.125862479417,9.45733453308004,8.42440432525019,18.7114309195963,20.7258009140639
4128005,275.229352411523,283.78449855144,10.9166666666667,8.16666666666667,12.4583333333333,35.7083333333333,85.22869365421,88.0019083774278,11.6158312759735,6.68981488446473,21.4271600639421,33.0926455334988
4128104,262.385339651163,264.082339055612,10.4698795180723,9.69879518072289,20.3614457831325,38.7590361445783,89.6313546102909,85.8927771753338,10.7989943045641,10.7600659158333,54.9399479815899,52.9340043426795
4128203,275.135218207858,274.190535510773,10.6923076923077,9.26153846153846,23.7538461538462,32.2,80.1322685140306,87.4679493572218,16.0776361637955,12.8805906457979,53.0247946356593,43.8252210490717
4128401,255.507181090909,258.400976336364,12,7.2,11.7333333333333,27.4,89.1072960562831,84.3393554755872,33.1490142064156,5.40898723026251,36.3747688586994,31.648064711764
4128500,280.174958043243,274.050642259459,10.25,9.15,16.8,39.15,77.6131422841988,75.7173387407086,10.5406481374674,9.99526203547935,30.133736994657,34.3252247280565
4128534,256.440641128378,251.571041472973,6.27272727272727,7,10.9090909090909,24.3636363636364,87.6154740928108,89.6839761721972,6.13781127705368,11.2071405808975,36.2596695567353,33.6959668479505
4128559,257.91405158,267.92150222,10,8.875,17.125,37,87.4222543202425,82.6493825754688,12.5128505374047,12.7587504986074,39.4307711601703,48.7090487340025
4128609,268.125629428571,273.065235035714,7.8,6.9,14.3,26.3,86.0939315449109,88.2929404548911,5.64111888034831,6.82804673550366,24.4594903190289,38.332463758253
4128633,243.637937025,247.0985704,3.35294117647059,3.29411764705882,2,11,80.0744084389016,79.7467020343959,7.27808960066405,7.06274400931936,9.1104335791443,23.9687296284138
4128807,250.199214322581,259.052780903226,7.66666666666667,6.11111111111111,14.2222222222222,21,85.7166830602338,90.6429858714395,8,4.05517502019881,34.2750314044754,23.3666428910958
4200101,262.259736493902,260.001014378049,6.88461538461539,6.07692307692308,10.7692307692308,21.2307692307692,82.4354657954609,87.7927135183169,9.19698947398633,8.07808050315077,17.756645559859,30.0203008235837
4200200,266.300653037383,269.481673719626,5.5625,5.375,7.75,17.25,95.4986215224901,91.0141287646378,7.89831205596065,7.89514618821801,21.2978872191586,26.5480696096722
4200309,259.6929254,262.6302253,5.5,5.25,6.375,15.625,99.3767051032709,97.4059078048085,6.67618368317024,7.23088613419644,18.8812075884992,23.0759615184287
4200507,259.97348025,267.661773038462,6,5,6.33333333333333,16.3333333333333,84.9639617813478,90.4500520056121,9.1104335791443,8.60232526704263,18.3575597506858,34.4093010681705
4200606,261.489624258824,277.172506423529,5.875,5.75,11.5,21.5,80.8775061161786,84.9130991175602,7.04576874037583,7.07106781186548,17.7603088776229,30.0665927567458
4200705,254.248460673469,265.367934214286,5.6,5.3,10.3,18.9,95.323163211691,88.4922052187538,10.3365586364343,9.84547273285206,25.3692727526825,34.9660152465537
4200804,278.248555268657,276.528887432836,5.75,4,9.125,14.0625,81.7762603726279,75.5014952639986,9.72967967955095,6.28225012767453,19.7433533119377,26.5678376989924
4200903,250.281984475,265.018061525,3.75,3.0625,4.875,7.125,90.3680811245863,79.0002885560315,5.58569601750758,5.03156701899783,10.4019228991567,15.6609918800396
4201000,254.778054396226,250.745116698113,11.9,8.7,11.6,27.1,87.071575738253,93.5781635760309,18.653566831991,12.112436217009,29.5326561246661,58.3281902494649
4201257,252.136361761905,257.538393873016,8.35714285714286,7,9.57142857142857,28,91.6612418433907,84.6029020254243,9.30201443384563,7.76580274715321,25.3433564131848,45.2956102474876
4201307,251.7610220625,249.852338950658,7.8,7.08571428571429,18.0285714285714,39.0857142857143,91.8211914559565,84.0797229782786,13.7695315824468,13.2697925740376,132.309339596787,145.338041195302
4201406,264.884220193642,265.369382156069,13.4492753623188,8.75714285714286,12.4857142857143,29.6285714285714,87.1625047705652,85.1786637423879,53.904639363672,15.7827119298051,59.7848731361088,61.4162999924442
4201505,243.876434191011,253.811247078652,5.92857142857143,5.21428571428571,5.35714285714286,17.7142857142857,93.3216999337679,105.032946717044,10.1515981527514,10.2034254106104,14.0462344881717,25.9873172786392
4201703,248.681196443299,258.384831041237,9.22222222222222,8.77777777777778,9.22222222222222,33.7777777777778,101.479462061602,83.8880017930875,10.619688214716,10.7134391199921,23.6596233650871,53.223845950643
4201901,268.122690366197,274.481389985915,6.375,6,8.625,19.5,85.4559320162243,93.4416171697656,12.1390750412518,10.690449676497,21.3257054815477,34.0419908768148
